Šifra artikla,EAN,Cena B2B,Cena B2C,DDV,VID trenutna zaloga,VID naročena količina,VID količina za odpremo,VID razpoložljiva količina,VID naročena količina dobaviteljem,Dobavitelj zaloga,Dobavitelj naročena zaloga,Dobavitelj datum,Skladišče,Rabatna skupina artikla,Rabatna skupina ERP,Popust odprodaje %
NW.10558,5903139105583,25.2,25.2,22,,,,,,263,,,,NW,NW,0
NW.10562,5903139105620,93,93,22,,,,,,70,45,24.09.2026,,NW,NW,0
NW.10563,5903139105637,93,93,22,1,,,1,,0,57,01.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10564,5903139105644,93,93,22,3,,,3,,110,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10570,5903139105705,153,153,22,,,,,,25,,,,NW,NW,0
NW.10572,5903139105729,132,132,22,,,,,,0,,,,NW,NW,0
NW.10573,5903139105736,153,153,22,,,,,,20,,,,NW,NW,0
NW.10574,5903139105743,86.2,86.2,22,,,,,,9,,,,NW,NW,0
NW.10575,5903139105750,132,132,22,,,,,,8,,,,NW,NW,0
NW.10576,5903139105767,231,231,22,,,,,,33,3,28.09.2026,,NW,NW,0
NW.10577,5903139105774,231,231,22,,,,,,31,,,,NW,NW,0
NW.10578,5903139105781,231,231,22,,,,,,21,3,28.09.2026,,NW,NW,0
NW.10579,5903139105798,99,99,22,,,,,,1,300,24.08.2026,,NW,NW,0
NW.10580,5903139105804,117,117,22,1,,,1,,74,22,14.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10581,5903139105811,169,169,22,,,,,,1,234,01.10.2026,,NW,NW,0
NW.10587,5903139105873,7,7,22,,,,,,2157,,,,NW,NW,0
NW.10588,5903139105880,9,9,22,,,,,,1535,1000,10.12.2026,,NW,NW,0
NW.10589,5903139105897,7,7,22,,,,,,951,1000,13.11.2026,,NW,NW,0
NW.10593,5903139105934,10,10,22,,,,,,1940,,,,NW,NW,0
NW.10594,5903139105941,9,9,22,,,,,,936,,,,NW,NW,0
NW.10595,5903139105958,14,14,22,,,,,,,,,,NW,NW,0
NW.10596,5903139105965,8,8,22,,,,,,1173,,,,NW,NW,0
NW.10597,5903139105972,25.2,25.2,22,2,0,0,2,0,54,,,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10618,5903139106184,105.2,105.2,22,,,,,,18,,,,NW,NW,0
NW.10620,5903139106207,105.2,105.2,22,,,,,,0,168,05.10.2026,,NW,NW,0
NW.10621,5903139106214,115,115,22,,,,,,12,4,14.09.2026,,NW,NW,0
NW.10622,5903139106221,121.1,121.1,22,,,,,,21,4,28.09.2026,,NW,NW,0
NW.10623,5903139106238,51.6,51.6,22,,,,,,25,15,28.09.2026,,NW,NW,0
NW.10633,5903139106337,463,463,22,,,,,,49,2,14.09.2026,,NW,NW,0
NW.10637,5903139106375,73.6,73.6,22,,,,,,29,2,28.09.2026,,NW,NW,0
NW.10638,5903139106382,73.6,73.6,22,1,,,1,,32,10,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10643,5903139106436,68.4,68.4,22,,,,,,739,500,17.11.2026,,NW,NW,0
NW.10644,5903139106443,52.5,52.5,22,,,,,,564,300,04.11.2026,,NW,NW,0
NW.10645,5903139106450,79,79,22,,,,,,358,,,,NW,NW,0
NW.10646,5903139106467,71.5,71.5,22,1,,,1,,436,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10647,5903139106474,86.2,86.2,22,0,,,0,,92,100,25.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10650,5903139106504,58,58,22,0,,,0,,2269,1000,04.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10651,5903139106511,47.3,47.3,22,,,,,,1084,500,17.11.2026,,NW,NW,0
NW.10652,5903139106528,75,75,22,,,,,,136,,,,NW,NW,0
NW.10653,5903139106535,58,58,22,,,,,,105,,,,NW,NW,0
NW.10654,5903139106542,71.5,71.5,22,0,,,0,,14,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10655,5903139106559,56,56,22,,,,,,290,600,28.09.2026,,NW,NW,0
NW.10656,5903139106566,50.4,50.4,22,0,,,0,,834,500,17.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10665,5903139106658,58,58,22,0,,,0,,682,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10666,5903139106665,69.9,69.9,22,,,,,,,,,,NW,NW,0
NW.10667,5903139106672,87,87,22,,,,,,0,219,10.11.2026,,NW,NW,0
NW.10668,5903139106689,49,49,22,,,,,,482,500,21.12.2026,,NW,NW,0
NW.10670,5903139106702,58,58,22,,,,,,322,500,10.11.2026,,NW,NW,0
NW.10671,5903139106719,72,72,22,0,,,0,,417,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10672,5903139106726,49,49,22,0,,,0,,0,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10673,5903139106733,58,58,22,,,,,,512,,,,NW,NW,0
NW.10676,5903139106764,49,49,22,0,,,0,,14,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10677,5903139106771,58,58,22,,,,,,291,,,,NW,NW,0
NW.10678,5903139106788,72,72,22,1,,,1,,369,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10681,5903139106818,74,74,22,,,,,,106,,,,NW,NW,0
NW.10683,5903139106832,49,49,22,,,,,,,,,,NW,NW,0
NW.10684,5903139106849,58,58,22,0,,,0,,418,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10686,5903139106863,37.9,37.9,22,,,,,,252,,,,NW,NW,0
NW.10687,5903139106870,35.9,35.9,22,,,,,,413,,,,NW,NW,0
NW.10688,5903139106887,48.9,48.9,22,,,,,,378,,,,NW,NW,0
NW.10695,5903139106955,98,98,22,0,,,0,,10,10,12.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10700,5903139107006,195,195,22,,,,,,6,,,,NW,NW,0
NW.10701,5903139107013,113,113,22,,,,,,4,,,,NW,NW,0
NW.10702,5903139107020,78,78,22,,,,,,0,4,12.10.2026,,NW,NW,0
NW.10703,5903139107037,157,157,22,0,,,0,,0,5,14.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10704,5903139107044,220,220,22,,,,,,3,,,,NW,NW,0
NW.10705,5903139107051,326,326,22,0,,,0,,1,10,21.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10711,5903139107112,15,15,22,,,,,,346,,,,NW,NW,0
NW.10712,5903139107129,16,16,22,,,,,,85,,,,NW,NW,0
NW.10713,5903139107136,40,40,22,,,,,,15,200,28.09.2026,,NW,NW,0
NW.10714,5903139107143,40,40,22,,,,,,0,1776,29.09.2026,,NW,NW,0
NW.10715,5903139107150,40,40,22,,,,,,1316,,,,NW,NW,0
NW.10716,5903139107167,41.9,41.9,22,1,,,1,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10717,5903139107174,47,47,22,,,,,,151,,,,NW,NW,0
NW.10718,5903139107181,40,40,22,,,,,,281,200,28.09.2026,,NW,NW,0
NW.10719,5903139107198,40,40,22,0,,,0,,78,200,29.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10720,5903139107204,55,55,22,,,,,,91,,,,NW,NW,0
NW.10723,5903139107235,27,27,22,0,,,0,,148,216,27.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10724,5903139107242,28,37.7,22,0,,,0,,427,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10725,5903139107259,26,26,22,,,,,,95,312,28.09.2026,,NW,NW,0
NW.10726,5903139107266,40,40,22,0,,,0,,1157,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10727,5903139107273,42,42,22,,,,,,564,612,28.09.2026,,NW,NW,0
NW.10728,5903139107280,39,39,22,,,,,,377,612,28.09.2026,,NW,NW,0
NW.10729,5903139107297,172,172,22,,,,,,39,,,,NW,NW,0
NW.10730,5903139107303,183,183,22,,,,,,35,,,,NW,NW,0
NW.10734,5903139107341,24.2,24.2,22,,,,,,24,197,24.09.2026,,NW,NW,0
NW.10735,5903139107358,24.2,24.2,22,,,,,,9,30,24.09.2026,,NW,NW,0
NW.10737,5903139107372,66.2,66.2,22,,,,,,15,60,06.10.2026,,NW,NW,0
NW.10739,5903139107396,108.4,108.4,22,,,,,,24,100,28.09.2026,,NW,NW,0
NW.10741,5903139107419,155,155,22,,,,,,0,35,28.09.2026,,NW,NW,0
NW.10743,5903139107433,195,195,22,,,,,,0,66,01.10.2026,,NW,NW,0
NW.10746,5903139107464,56,56,22,0,,,0,,36,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10747,5903139107471,56,56,22,,,,,,0,92,28.09.2026,,NW,NW,0
NW.10748,5903139107488,63.1,63.1,22,2,,,2,,16,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10752,5903139107525,73.6,73.6,22,0,,,0,,11,50,16.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10753,5903139107532,73.6,73.6,22,,,,,,104,100,01.10.2026,,NW,NW,0
NW.10754,5903139107549,95,99,22,1,,,1,,15,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10758,5903139107587,99,99,22,,,,,,64,,,,NW,NW,0
NW.10759,5903139107594,99,99,22,,,,,,62,9,01.10.2026,,NW,NW,0
NW.10760,5903139107600,144.2,144.2,22,,,,,,10,,,,NW,NW,0
NW.10764,5903139107648,30.5,30.5,22,,,,,,26,60,28.09.2026,,NW,NW,0
NW.10765,5903139107655,30.5,30.5,22,1,,,1,,776,200,01.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10766,5903139107662,42,42,22,,,,,,45,,,,NW,NW,0
NW.10770,5903139107709,54.6,54.6,22,1,,,1,,41,1,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10771,5903139107716,54.6,54.6,22,0,,,0,,230,100,16.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10772,5903139107723,73.6,73.6,22,,,,,,3,20,24.09.2026,,NW,NW,0
NW.10776,5903139107761,20,20,22,,,,,,1483,118,28.09.2026,,NW,NW,0
NW.10777,5903139107778,23,23,22,,,,,,124,,,,NW,NW,0
NW.10778,5903139107785,20,27.8,22,12,,,12,,891,14,01.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10779,5903139107792,23,23,22,,,,,,14,120,06.10.2026,,NW,NW,0
NW.10780,5903139107808,27.3,27.3,22,,,,,,30,,,,NW,NW,0
NW.10781,5903139107815,20,20,22,,,,,,41,120,16.10.2026,,NW,NW,0
NW.10782,5903139107822,20,20,22,,,,,,10,30,07.10.2026,,NW,NW,0
NW.10783,5903139107839,20,20,22,,,,,,144,240,16.10.2026,,NW,NW,0
NW.10784,5903139107846,23,23,22,,,,,,143,,,,NW,NW,0
NW.10785,5903139107853,20,20,22,,,,,,0,52,07.10.2026,,NW,NW,0
NW.10786,5903139107860,20,20,22,,,,,,20,60,01.10.2026,,NW,NW,0
NW.10788,5903139107884,17.8,17.8,22,,,,,,97,800,21.09.2026,,NW,NW,0
NW.10789,5903139107891,17.8,17.8,22,,,,,,880,,,,NW,NW,0
NW.10790,5903139107907,21,21,22,,,,,,169,200,14.09.2026,,NW,NW,0
NW.10791,5903139107914,21,21,22,,,,,,65,,,,NW,NW,0
NW.10792,5903139107921,21,21,22,,,,,,0,98,21.09.2026,,NW,NW,0
NW.10793,5903139107938,50.4,50.4,22,,,,,,1,67,14.09.2026,,NW,NW,0
NW.10794,5903139107945,50.4,50.4,22,,,,,,104,,,,NW,NW,0
NW.10795,5903139107952,31.5,31.5,22,,,,,,438,411,21.09.2026,,NW,NW,0
NW.10796,5903139107969,31.5,31.5,22,,,,,,252,7,21.09.2026,,NW,NW,0
NW.10797,5903139107976,31.5,31.5,22,4,,,4,,196,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10798,5903139107983,31.5,31.5,22,,,,,,89,150,05.10.2026,,NW,NW,0
NW.10799,5903139107990,31.5,45.4,22,2,,,2,,1053,22,05.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10800,5903139108003,31.5,31.5,22,,,,,,21,15,14.09.2026,,NW,NW,0
NW.10801,5903139108010,31.5,31.5,22,,,,,,185,56,14.09.2026,,NW,NW,0
NW.10802,5903139108027,28.3,28.3,22,,,,,,51,,,,NW,NW,0
NW.10803,5903139108034,31.5,31.5,22,,,,,,33,,,,NW,NW,0
NW.10804,5903139108041,31.5,31.5,22,,,,,,37,,,,NW,NW,0
NW.10805,5903139108058,37.8,37.8,22,,,,,,15,,,,NW,NW,0
NW.10806,5903139108065,37.8,37.8,22,,,,,,2,20,14.09.2026,,NW,NW,0
NW.10807,5903139108072,37.8,37.8,22,,,,,,25,,,,NW,NW,0
NW.10808,5903139108089,108.4,108.4,22,,,,,,19,,,,NW,NW,0
NW.10810,5903139108102,229,229,22,0,,,0,,26,5,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10811,5903139108119,218,218,22,0,,,0,,33,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10812,5903139108126,210,210,22,,,,,,44,15,14.09.2026,,NW,NW,0
NW.10813,5903139108133,199,199,22,,,,,,13,1,28.09.2026,,NW,NW,0
NW.10814,5903139108140,332,332,22,,,,,,38,,,,NW,NW,0
NW.10815,5903139108157,199,199,22,0,,,0,,41,4,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10816,5903139108164,345,345,22,1,,,1,,9,4,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10817,5903139108171,452,452,22,0,,,0,,64,60,05.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10820,5903139108201,40,40,22,,,,,,36,,,,NW,NW,0
NW.10821,5903139108218,40,40,22,0,,,0,,121,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10822,5903139108225,48.3,48.3,22,,,,,,24,,,,NW,NW,0
NW.10823,5903139108232,48.3,66.6,22,1,,,1,,45,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10824,5903139108249,63.1,63.1,22,,,,,,30,,,,NW,NW,0
NW.10825,5903139108256,63.1,63.1,22,1,,,1,,9,50,06.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10840,5903139108409,28.3,28.3,22,,,,,,391,400,01.10.2026,,NW,NW,0
NW.10841,5903139108416,28.3,28.3,22,,,,,,184,,,,NW,NW,0
NW.10842,5903139108423,34.6,34.6,22,0,,,0,,0,545,01.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10843,5903139108430,34.6,34.6,22,,,,,,35,200,19.10.2026,,NW,NW,0
NW.10844,5903139108447,40,40,22,,,,,,0,4,24.09.2026,,NW,NW,0
NW.10845,5903139108454,40,40,22,,,,,,24,,,,NW,NW,0
NW.10847,5903139108478,195,195,22,,,,,,155,3,14.09.2026,,NW,NW,0
NW.10848,5903139108485,218,218,22,0,,,0,,115,1,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10850,5903139108508,242,242,22,,,,,,42,,,,NW,NW,0
NW.10851,5903139108515,144.2,144.2,22,,,,,,15,,,,NW,NW,0
NW.10852,5903139108522,137,188.7,22,1,,,1,,15,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10853,5903139108539,121.1,121.1,22,,,,,,214,83,21.09.2026,,NW,NW,0
NW.10854,5903139108546,132,132,22,0,,,0,,48,1,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10855,5903139108553,105.2,105.2,22,,,,,,37,,,,NW,NW,0
NW.10856,5903139108560,115,115,22,,,,,,13,,,,NW,NW,0
NW.10857,5903139108577,210,210,22,,,,,,52,60,28.09.2026,,NW,NW,0
NW.10858,5903139108584,108.4,108.4,22,,,,,,15,2,14.09.2026,,NW,NW,0
NW.10860,5903139108607,229,229,22,,,,,,39,,,,NW,NW,0
NW.10861,5903139108614,218,218,22,,,,,,63,1,28.09.2026,,NW,NW,0
NW.10862,5903139108621,210,210,22,,,,,,56,2,14.09.2026,,NW,NW,0
NW.10863,5903139108638,199,199,22,,,,,,17,,,,NW,NW,0
NW.10864,5903139108645,332,332,22,,,,,,42,25,05.10.2026,,NW,NW,0
NW.10865,5903139108652,199,199,22,,,,,,12,30,28.09.2026,,NW,NW,0
NW.10866,5903139108669,345,345,22,,,,,,18,,,,NW,NW,0
NW.10867,5903139108676,452,452,22,0,,,0,,95,40,05.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10870,5903139108706,95,95,22,0,,,0,,8,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10871,5903139108713,95,95,22,,,,,,8,,,,NW,NW,0
NW.10872,5903139108720,121.1,121.1,22,,,,,,19,3,28.09.2026,,NW,NW,0
NW.10873,5903139108737,121.1,121.1,22,,,,,,11,,,,NW,NW,0
NW.10874,5903139108744,57,57,22,,,,,,9,,,,NW,NW,0
NW.10875,5903139108751,57,57,22,0,,,0,,14,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10876,5903139108768,43,43,22,,,,,,14,,,,NW,NW,0
NW.10877,5903139108775,38,38,22,,,,,,7,,,,NW,NW,0
NW.10878,5903139108782,86.2,86.2,22,,,,,,24,,,,NW,NW,0
NW.10879,5903139108799,86.2,86.2,22,,,,,,23,,,,NW,NW,0
NW.10880,5903139108805,68.4,68.4,22,,,,,,44,,,,NW,NW,0
NW.10881,5903139108812,68.4,68.4,22,,,,,,72,,,,NW,NW,0
NW.10882,5903139108829,35.7,35.7,22,,,,,,0,17,13.10.2026,,NW,NW,0
NW.10883,5903139108836,24.2,24.2,22,1,,,1,,24,1,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10884,5903139108843,24.2,24.2,22,,,,,,357,,,,NW,NW,0
NW.10885,5903139108850,100,100,22,,,,,,2,20,21.10.2026,,NW,NW,0
NW.10886,5903139108867,40,40,22,1,,,1,,13,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10887,5903139108874,40,40,22,,,,,,18,,,,NW,NW,0
NW.10888,5903139108881,56,56,22,,,,,,13,,,,NW,NW,0
NW.10889,5903139108898,56,56,22,,,,,,7,,,,NW,NW,0
NW.10890,5903139108904,73.6,73.6,22,,,,,,0,33,24.09.2026,,NW,NW,0
NW.10891,5903139108911,73.6,73.6,22,,,,,,21,,,,NW,NW,0
NW.10892,5903139108928,99,99,22,,,,,,22,,,,NW,NW,0
NW.10893,5903139108935,99,99,22,,,,,,22,,,,NW,NW,0
NW.10894,5903139108942,123.2,123.2,22,,,,,,22,,,,NW,NW,0
NW.10895,5903139108959,48.3,48.3,22,,,,,,14,,,,NW,NW,0
NW.10896,5903139108966,48.3,48.3,22,1,,,1,,28,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10897,5903139108973,144.2,144.2,22,,,,,,7,,,,NW,NW,0
NW.10898,5903139108980,63.1,63.1,22,,,,,,29,,,,NW,NW,0
NW.10899,5903139108997,63.1,63.1,22,,,,,,45,,,,NW,NW,0
NW.10900,5903139109000,30.5,30.5,22,,,,,,19,,,,NW,NW,0
NW.10901,5903139109017,30.5,30.5,22,,,,,,112,,,,NW,NW,0
NW.10902,5903139109024,54.6,54.6,22,,,,,,0,16,07.10.2026,,NW,NW,0
NW.10903,5903139109031,54.6,54.6,22,,,,,,0,36,28.09.2026,,NW,NW,0
NW.10905,5903139109055,159,159,22,0,,,0,,9,20,06.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10906,5903139109062,229,229,22,,,,,,19,,,,NW,NW,0
NW.10907,5903139109079,58,58,22,0,,,0,,40,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10910,5903139109109,58,58,22,1,,,1,,24,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10912,5903139109123,,,22,1,,,1,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10913,5903139109130,67.3,67.3,22,,,,,,55,,,,NW,NW,0
NW.10915,5903139109154,67.3,67.3,22,,,,,,22,1,28.09.2026,,NW,NW,0
NW.10921,5903139109215,67.9,103.6,22,2,,,2,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10925,5903139109253,36,36,22,,,,,,0,9,06.10.2026,,NW,NW,0
NW.10926,5903139109260,41,41,22,,,,,,35,20,28.09.2026,,NW,NW,0
NW.10927,5903139109277,59.3,59.3,22,,,,,,,,,,NW,NW,0
NW.10928,5903139109284,189,189,22,0,,,0,,35,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10930,5903139109307,189,189,22,,,,,,9,20,28.09.2026,,NW,NW,0
NW.10933,5903139109338,10,10,22,10,,,10,,1389,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10934,5903139109345,374,374,22,0,,,0,,9,30,05.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10971,5903139109710,74,74,22,0,,,0,,112,800,10.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10972,5903139109727,74,74,22,0,,,0,,870,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10973,5903139109734,109,109,22,,,,,,597,,,,NW,NW,0
NW.10974,5903139109741,109,109,22,0,,,0,,578,300,06.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10975,5903139109758,172,172,22,,,,,,125,100,21.12.2026,,NW,NW,0
NW.10977,5903139109772,74,74,22,0,,,0,,831,850,06.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10978,5903139109789,74,74,22,0,,,0,,826,400,21.12.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10979,5903139109796,109,109,22,0,,,0,,602,600,21.12.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10980,5903139109802,109,109,22,0,,,0,,1099,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10982,5903139109826,172,172,22,,,,,,241,,,,NW,NW,0
NW.10983,5903139109833,69,69,22,,,,,,77,100,21.12.2026,,NW,NW,0
NW.10984,5903139109840,69,69,22,,,,,,395,,,,NW,NW,0
NW.10985,5903139109857,109,151.2,22,1,,,1,,305,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10986,5903139109864,109,109,22,,,,,,367,200,06.10.2026,,NW,NW,0
NW.10987,5903139109871,172,172,22,,,,,,37,,,,NW,NW,0
NW.10988,5903139109888,172,172,22,,,,,,138,100,06.10.2026,,NW,NW,0
NW.10989,5903139109895,69,69,22,,,,,,24,100,10.11.2026,,NW,NW,0
NW.10990,5903139109901,69,69,22,0,,,0,,382,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10991,5903139109918,109,109,22,,,,,,130,100,24.11.2026,,NW,NW,0
NW.10992,5903139109925,109,109,22,0,,,0,,125,100,06.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10994,5903139109949,172,172,22,,,,,,72,,,,NW,NW,0
NW.11150,5903139111256,108.4,108.4,22,0,,,0,,17,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11151,5903139111515,161.1,161.1,22,,,,,,30,,,,NW,NW,0
NW.11152,5903139111522,258,258,22,0,,,0,,21,2,14.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11153,5903139111539,115,115,22,1,,,1,,21,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11154,5903139111546,218,218,22,,,,,,24,,,,NW,NW,0
NW.11155,5903139111553,326,326,22,0,,,0,,23,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11156,5903139111560,155,155,22,,,,,,2,,,,NW,NW,0
NW.11157,5903139111577,172,172,22,1,,,1,,9,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11158,5903139111584,108.4,140.7,22,1,,,1,,0,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11160,5903139111607,144.2,144.2,22,0,,,0,,13,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11161,5903139111614,157,157,22,1,,,1,,13,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11162,5903139111621,172,172,22,,,,,,7,,,,NW,NW,0
NW.11163,5903139111638,258,258,22,1,,,1,,3,10,14.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11164,5903139111645,288,288,22,,,,,,12,,,,NW,NW,0
NW.11165,5903139111652,343,343,22,1,,,1,,6,10,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11166,5903139111669,258,258,22,1,,,1,,20,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11167,5903139111676,288,288,22,0,,,0,,19,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11168,5903139111683,343,343,22,,,,,,12,,,,NW,NW,0
NW.11170,5903139111706,132,132,22,,,,,,46,,,,NW,NW,0
NW.11171,5903139111713,157,157,22,,,,,,26,1,28.09.2026,,NW,NW,0
NW.11172,5903139111720,258,258,22,,,,,,5,2,14.09.2026,,NW,NW,0
NW.11173,5903139111737,140,140,22,9,,,9,,40,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11174,5903139111744,123.2,123.2,22,,,,,,19,14,28.09.2026,,NW,NW,0
NW.11175,5903139111751,121.1,121.1,22,,,,,,16,,,,NW,NW,0
NW.11176,5903139111768,100,100,22,,,,,,29,,,,NW,NW,0
NW.11177,5903139111775,137,137,22,,,,,,10,,,,NW,NW,0
NW.11178,5903139111782,458,458,22,,,,,,5,6,14.09.2026,,NW,NW,0
NW.11180,5903139111805,115,115,22,6,,,6,,13,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11184,5903139111843,18,18,22,6,0,0,6,0,38,50,06.10.2026,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11185,5903139111850,18,18,22,,,,,,72,,,,NW,NW,0
NW.11186,5903139111867,29.3,29.3,22,,,,,,29,,,,NW,NW,0
NW.11187,5903139111874,29.3,29.3,22,,,,,,49,,,,NW,NW,0
NW.11188,5903139111881,29.3,29.3,22,0,,,0,,77,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11200,5903139112000,68.4,68.4,22,,,,,,467,300,06.10.2026,,NW,NW,0
NW.11201,5903139112017,108.4,108.4,22,0,,,0,,486,600,06.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11202,5903139112024,144.2,144.2,22,,,,,,306,100,21.12.2026,,NW,NW,0
NW.11203,5903139112031,68.4,68.4,22,,,,,,134,200,10.11.2026,,NW,NW,0
NW.11204,5903139112048,108.4,108.4,22,,,,,,175,100,06.10.2026,,NW,NW,0
NW.11205,5903139112055,144.2,144.2,22,,,,,,123,100,06.10.2026,,NW,NW,0
NW.11206,5903139112062,68.4,68.4,22,0,,,0,,0,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11207,5903139112079,108.4,108.4,22,0,,,0,,445,100,21.12.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11208,5903139112086,144.2,144.2,22,0,,,0,,385,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11210,5903139112109,68.4,68.4,22,0,,,0,,407,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11211,5903139112116,108.4,108.4,22,,,,,,122,100,10.11.2026,,NW,NW,0
NW.11212,5903139112123,144.2,144.2,22,,,,,,162,,,,NW,NW,0
NW.11213,5903139112130,29,29,22,,,,,,0,3,07.10.2026,,NW,NW,0
NW.11214,5903139112147,44.4,44.4,22,,,,,,3,,,,NW,NW,0
NW.11215,5903139112154,54,54,22,,,,,,13,,,,NW,NW,0
