Šifra artikla,EAN,Cena B2B,Cena B2C,DDV,VID trenutna zaloga,VID naročena količina,VID količina za odpremo,VID razpoložljiva količina,VID naročena količina dobaviteljem,Dobavitelj zaloga,Dobavitelj naročena zaloga,Dobavitelj datum,Skladišče,Rabatna skupina artikla,Rabatna skupina ERP,Popust odprodaje %
BA.BT60.53080,5949097739590,16.11,16.11,22,22,0,0,22,0,1560,,,Glavno skladišče Rakovnik 9a,BA,BA,0
BA.BT60.55080,5949097739606,23.33,23.33,22,7,0,2,5,0,615,,,Glavno skladišče Rakovnik 9a,BA,BA,0
BA.BT60.59180,5949097739613,39.11,39.11,22,14,0,0,14,0,480,,,Glavno skladišče Rakovnik 9a,BA,BA,0
BA.BT60.63080,5949097739620,28.33,28.33,22,11,0,0,11,0,1260,,,Glavno skladišče Rakovnik 9a,BA,BA,0
BA.BT65.01082,5949097743177,9.67,9.67,22,57,0,0,57,0,1120,,,Glavno skladišče Rakovnik 9a,BA,BA,0
BA.BT65.02082,5949097743184,13,13,22,27,3,0,24,0,480,,,Glavno skladišče Rakovnik 9a,BA,BA,0
BA.BT65.03082,5949097743191,16.44,16.44,22,23,2,0,21,0,1500,,,Glavno skladišče Rakovnik 9a,BA,BA,0
BA.BT65.05082,5949097743207,21.89,21.89,22,,,,,,1540,,,,BA,BA,0
BA.BT65.09182,5949097743214,36.67,36.67,22,19,0,0,19,0,2150,,,Glavno skladišče Rakovnik 9a,BA,BA,0
BA.BT65.09682,5949097743221,81.11,81.11,22,4,0,0,4,0,770,,,Glavno skladišče Rakovnik 9a,BA,BA,0
BA.BT65.09882,5949097743238,133.33,133.33,22,,,,,,931,,,,BA,BA,0
BA.BT65.09982,5949097747441,143.33,143.33,22,,,,,,100,,,,BA,BA,0
BA.BT65.21082,5949097743245,23.89,23.89,22,19,2,0,17,0,0,,,Glavno skladišče Rakovnik 9a,BA,BA,0
BA.BT65.23082,5949097743252,30,30,22,3,0,0,3,0,340,,,Glavno skladišče Rakovnik 9a,BA,BA,0
BA.BT65.25082,5949097743269,35.56,35.56,22,26,2,2,22,0,280,,,Glavno skladišče Rakovnik 9a,BA,BA,0
NW.10017,5903139100175,49,49,22,0,,,0,,73,2,01.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10018,5903139100182,49,49,22,1,,,1,,253,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10035,5903139100359,35,35,22,,,,,,14,,,,NW,NW,0
NW.10037,5903139100373,35,35,22,,,,,,59,67,28.09.2026,,NW,NW,0
NW.10038,5903139100380,35,35,22,,,,,,8,60,14.09.2026,,NW,NW,0
NW.10040,5903139100403,53,53,22,,,,,,3,40,14.09.2026,,NW,NW,0
NW.10042,5903139100427,58,58,22,,,,,,0,117,25.09.2026,,NW,NW,0
NW.10043,5903139100434,57,57,22,,,,,,179,300,28.09.2026,,NW,NW,0
NW.10045,5903139100458,98,98,22,,,,,,157,,,,NW,NW,0
NW.10046,5903139100465,98,98,22,,,,,,207,,,,NW,NW,0
NW.10047,5903139100472,73.6,73.6,22,,,,,,39,100,28.09.2026,,NW,NW,0
NW.10048,5903139100489,81.9,81.9,22,0,,,0,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10051,5903139100519,73.6,73.6,22,,,,,,,,,,NW,NW,0
NW.10052,5903139100526,86.2,86.2,22,,,,,,,,,,NW,NW,0
NW.10053,5903139100533,172,172,22,,,,,,90,,,,NW,NW,0
NW.10054,5903139100540,73.6,73.6,22,,,,,,,,,,NW,NW,0
NW.10055,5903139100557,93,93,22,,,,,,115,200,28.09.2026,,NW,NW,0
NW.10056,5903139100564,144.2,144.2,22,1,,,1,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10057,5903139100571,73.6,73.6,22,,,,,,,,,,NW,NW,0
NW.10058,5903139100588,93,93,22,,,,,,61,,,,NW,NW,0
NW.10060,5903139100601,144.2,144.2,22,,,,,,51,,,,NW,NW,0
NW.10062,5903139100625,92,92,22,,,,,,142,300,28.09.2026,,NW,NW,0
NW.10064,5903139100649,66.3,66.3,22,,,,,,132,,,,NW,NW,0
NW.10065,5903139100656,86.2,86.2,22,,,,,,30,200,28.09.2026,,NW,NW,0
NW.10067,5903139100670,75,75,22,0,,,0,,338,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10068,5903139100687,75,75,22,,,,,,,,,,NW,NW,0
NW.10070,5903139100700,75,75,22,,,,,,60,,,,NW,NW,0
NW.10071,5903139100717,75,75,22,,,,,,216,,,,NW,NW,0
NW.10105,5903139101059,185,185,22,,,,,,1,,,,NW,NW,0
NW.10142,5903139101424,50.4,50.4,22,0,,,0,,1290,1500,17.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10143,5903139101431,47.3,47.3,22,12,0,0,12,0,386,800,28.09.2026,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10144,5903139101448,52.5,52.5,22,2,0,0,2,0,582,1000,28.09.2026,Glavno skladišče Rakovnik 9a,NW,NW,0
NW.10145,5903139101455,71.5,71.5,22,0,,,0,,222,200,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10146,5903139101462,75,75,22,,,,,,32,200,25.09.2026,,NW,NW,0
NW.10147,5903139101479,56,56,22,0,,,0,,894,800,21.12.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10148,5903139101486,58,58,22,0,,,0,,1068,1000,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10150,5903139101509,68.4,68.4,22,0,,,0,,599,500,25.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10151,5903139101516,79,79,22,,,,,,257,,,,NW,NW,0
NW.10152,5903139101523,86.2,86.2,22,5,0,0,5,0,201,,,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10153,5903139101530,95,95,22,0,,,0,,0,100,04.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10154,5903139101547,58,58,22,0,,,0,,62,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10155,5903139101554,71.5,71.5,22,,,,,,7,,,,NW,NW,0
NW.10156,5903139101561,51.5,51.5,22,0,,,0,,642,790,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10157,5903139101578,103.1,103.1,22,1,,,1,,2641,2000,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10158,5903139101585,16.8,16.8,22,2,,,2,,1080,500,17.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10160,5903139101608,16.8,16.8,22,1,0,0,1,0,387,,,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10161,5903139101615,86.2,86.2,22,5,0,0,5,0,4280,1000,17.11.2026,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10162,5903139101622,44.1,44.1,22,0,,,0,,922,500,21.12.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10163,5903139101639,78,78,22,0,,,0,,3055,1500,17.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10164,5903139101646,16.8,16.8,22,0,,,0,,806,500,21.12.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10165,5903139101653,16.8,16.8,22,,,,,,456,,,,NW,NW,0
NW.10166,5903139101660,14.6,14.6,22,0,,,0,,2119,700,21.12.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10167,5903139101677,8.4,8.4,22,1,,,1,,2275,2000,15.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10168,5903139101684,10.8,10.8,22,0,,,0,,802,1000,04.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10170,5903139101707,18.8,18.8,22,0,,,0,,440,600,17.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10171,5903139101714,3.6,3.6,22,1,,,1,,1506,2000,25.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10175,5903139101752,125.3,125.3,22,0,,,0,,64,50,16.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10176,5903139101769,172,172,22,0,,,0,,21,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10177,5903139101776,132,132,22,,,,,,9,20,28.09.2026,,NW,NW,0
NW.10178,5903139101783,,,22,,,,,,37,,,,NW,NW,0
NW.10184,5903139101844,125.3,125.3,22,0,,,0,,43,192,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10185,5903139101851,172,172,22,,,,,,15,,,,NW,NW,0
NW.10186,5903139101868,132,132,22,,,,,,5,20,06.10.2026,,NW,NW,0
NW.10195,5903139101950,97.2,97.2,22,,,,,,6,,,,NW,NW,0
NW.10196,5903139101967,53.5,53.5,22,0,,,0,,1,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10199,5903139101998,76.5,76.5,22,2,,,2,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10200,5903139102001,76.5,76.5,22,0,,,0,,1,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10208,5903139102087,288,288,22,,,,,,12,,,,NW,NW,0
NW.10210,5903139102100,288,288,22,,,,,,42,,,,NW,NW,0
NW.10212,5903139102124,288,288,22,,,,,,13,,,,NW,NW,0
NW.10213,5903139102131,315,315,22,,,,,,11,,,,NW,NW,0
NW.10214,5903139102148,315,315,22,,,,,,68,,,,NW,NW,0
NW.10225,5903139102254,15,15,22,2,,,2,,799,500,03.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10226,5903139102261,15,15,22,1,,,1,,2164,600,03.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10227,5903139102278,12,12,22,,,,,,976,,,,NW,NW,0
NW.10228,5903139102285,12,12,22,0,,,0,,798,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10230,5903139102308,8,8,22,12,,,12,,5346,3000,10.12.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10231,5903139102315,8,8,22,,,,,,4021,1000,21.12.2026,,NW,NW,0
NW.10235,5903139102353,40,40,22,29,0,0,29,0,1595,200,24.09.2026,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10236,5903139102360,40,40,22,,,,,,734,300,01.10.2026,,NW,NW,0
NW.10237,5903139102377,48.3,48.3,22,,,,,,18,,,,NW,NW,0
NW.10238,5903139102384,44.1,44.1,22,,,,,,258,,,,NW,NW,0
NW.10239,5903139102391,44.1,44.1,22,0,,,0,,397,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10248,5903139102483,25,25,22,0,,,0,,1,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10250,5903139102506,22.6,22.6,22,,,,,,1,,,,NW,NW,0
NW.10252,5903139102520,28.8,28.8,22,10,,,10,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10253,5903139102537,25,25,22,0,,,0,,1,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10254,5903139102544,28.8,28.8,22,,,,,,57,,,,NW,NW,0
NW.10255,5903139102551,32.6,32.6,22,0,,,0,,28,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10256,5903139102568,28,28,22,,,,,,13,22,14.09.2026,,NW,NW,0
NW.10257,5903139102575,32.6,32.6,22,,,,,,74,,,,NW,NW,0
NW.10264,5903139102643,40.3,40.3,22,4,0,0,4,0,,,,Glavno skladišče Rakovnik 9a,NW,NW,0
NW.10267,5903139102674,26,26,22,0,,,0,,244,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10268,5903139102681,29,29,22,0,,,0,,183,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10274,5903139102742,91,91,22,0,,,0,,0,94,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10275,5903139102759,91,91,22,0,,,0,,10,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10276,5903139102766,86.2,86.2,22,3,,,3,,43,8,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10277,5903139102773,115,115,22,1,,,1,,67,99,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10278,5903139102780,155,155,22,,,,,,25,,,,NW,NW,0
NW.10280,5903139102803,80,80,22,,,,,,44,2,28.09.2026,,NW,NW,0
NW.10281,5903139102810,100,100,22,,,,,,15,30,28.09.2026,,NW,NW,0
NW.10282,5903139102827,132,132,22,,,,,,19,,,,NW,NW,0
NW.10283,5903139102834,463,463,22,,,,,,26,,,,NW,NW,0
NW.10284,5903139102841,121.1,121.1,22,,,,,,155,,,,NW,NW,0
NW.10285,5903139102858,86.5,86.5,22,,,,,,289,,,,NW,NW,0
NW.10286,5903139102865,68.5,68.5,22,,,,,,388,,,,NW,NW,0
NW.10287,5903139102872,125.3,125.3,22,,,,,,94,,,,NW,NW,0
NW.10290,5903139102902,121.1,121.1,22,,,,,,65,,,,NW,NW,0
NW.10291,5903139102919,86.5,86.5,22,0,,,0,,264,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10292,5903139102926,68.5,68.5,22,,,,,,508,,,,NW,NW,0
NW.10296,5903139102964,195,195,22,,,,,,11,3,14.09.2026,,NW,NW,0
NW.10299,5903139102995,80,80,22,,,,,,4,7,14.09.2026,,NW,NW,0
NW.10300,5903139103008,103.1,103.1,22,,,,,,38,1,05.10.2026,,NW,NW,0
NW.10301,5903139103015,138,138,22,,,,,,51,5,14.09.2026,,NW,NW,0
NW.10302,5903139103022,45.2,45.2,22,0,,,0,,52,6,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10303,5903139103039,252,252,22,0,,,0,,13,20,05.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10304,5903139103046,185,185,22,0,,,0,,12,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10305,5903139103053,58,58,22,0,,,0,,84,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10306,5903139103060,75,75,22,,,,,,25,3,28.09.2026,,NW,NW,0
NW.10307,5903139103077,63.1,63.1,22,,,,,,76,2,28.09.2026,,NW,NW,0
NW.10308,5903139103084,93,93,22,,,,,,32,5,28.09.2026,,NW,NW,0
NW.10310,5903139103107,75,103.8,22,3,,,3,,61,3,14.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10311,5903139103114,137,137,22,0,,,0,,73,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10312,5903139103121,121.1,121.1,22,0,,,0,,254,304,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10313,5903139103138,144.2,144.2,22,,,,,,54,,,,NW,NW,0
NW.10314,5903139103145,132,132,22,,,,,,208,67,05.10.2026,,NW,NW,0
NW.10315,5903139103152,73.6,73.6,22,,,,,,122,27,14.09.2026,,NW,NW,0
NW.10316,5903139103169,73.6,73.6,22,,,,,,17,10,28.09.2026,,NW,NW,0
NW.10317,5903139103176,73.6,73.6,22,2,,,2,,25,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10327,5903139103275,53.5,53.5,22,,,,,,17,,,,NW,NW,0
NW.10328,5903139103282,162,162,22,,,,,,0,17,29.09.2026,,NW,NW,0
NW.10330,5903139103305,167,167,22,0,,,0,,57,14,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10331,5903139103312,100,100,22,0,,,0,,7,50,01.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10336,5903139103367,72.6,72.6,22,,,,,,10,,,,NW,NW,0
NW.10337,5903139103374,27,27,22,9,0,0,9,0,152,3,22.09.2026,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10338,5903139103381,27,27,22,8,0,0,8,0,29,50,06.10.2026,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10340,5903139103404,30,30,22,0,,,0,,75,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10341,5903139103411,30,30,22,0,,,0,,18,7,01.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10342,5903139103428,22.6,22.6,22,0,,,0,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10343,5903139103435,22.6,22.6,22,,,,,,1,,,,NW,NW,0
NW.10347,5903139103473,93,93,22,,,,,,24,35,21.09.2026,,NW,NW,0
NW.10348,5903139103480,115,115,22,1,,,1,,3,8,14.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10350,5903139103503,93,93,22,,,,,,37,7,28.09.2026,,NW,NW,0
NW.10351,5903139103510,115,115,22,,,,,,3,20,28.09.2026,,NW,NW,0
NW.10352,5903139103527,86.2,86.2,22,,,,,,64,,,,NW,NW,0
NW.10353,5903139103534,108.4,108.4,22,,,,,,37,,,,NW,NW,0
NW.10354,5903139103541,172,172,22,,,,,,42,20,14.09.2026,,NW,NW,0
NW.10355,5903139103558,199,199,22,0,,,0,,0,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10356,5903139103565,125.3,125.3,22,,,,,,36,2,28.09.2026,,NW,NW,0
NW.10362,5903139103626,210,210,22,0,,,0,,204,1,14.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10363,5903139103633,195,195,22,0,,,0,,243,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10364,5903139103640,218,218,22,0,,,0,,133,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10365,5903139103657,242,242,22,0,,,0,,66,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10366,5903139103664,105.2,105.2,22,,,,,,49,17,14.09.2026,,NW,NW,0
NW.10367,5903139103671,115,115,22,,,,,,41,20,12.10.2026,,NW,NW,0
NW.10368,5903139103688,105.2,105.2,22,0,,,0,,73,6,14.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10370,5903139103701,115,115,22,,,,,,79,100,28.09.2026,,NW,NW,0
NW.10371,5903139103718,121.1,121.1,22,,,,,,47,2,14.09.2026,,NW,NW,0
NW.10372,5903139103725,35,35,22,,,,,,47,,,,NW,NW,0
NW.10373,5903139103732,47,47,22,,,,,,46,200,25.09.2026,,NW,NW,0
NW.10374,5903139103749,58,58,22,,,,,,0,187,25.09.2026,,NW,NW,0
NW.10375,5903139103756,72,72,22,,,,,,0,190,15.10.2026,,NW,NW,0
NW.10376,5903139103763,35,35,22,,,,,,162,,,,NW,NW,0
NW.10377,5903139103770,47,47,22,,,,,,193,,,,NW,NW,0
NW.10378,5903139103787,58,58,22,,,,,,20,200,25.09.2026,,NW,NW,0
NW.10380,5903139103800,72,72,22,,,,,,105,100,15.10.2026,,NW,NW,0
NW.10381,5903139103817,35,35,22,,,,,,502,,,,NW,NW,0
NW.10382,5903139103824,47,47,22,,,,,,150,200,25.09.2026,,NW,NW,0
NW.10383,5903139103831,58,58,22,,,,,,0,181,29.09.2026,,NW,NW,0
NW.10384,5903139103848,72,72,22,,,,,,71,200,25.09.2026,,NW,NW,0
NW.10385,5903139103855,35,35,22,,,,,,349,,,,NW,NW,0
NW.10386,5903139103862,47,47,22,,,,,,330,200,25.09.2026,,NW,NW,0
NW.10387,5903139103879,58,58,22,,,,,,654,300,21.12.2026,,NW,NW,0
NW.10388,5903139103886,72,72,22,,,,,,135,300,21.12.2026,,NW,NW,0
NW.10390,5903139103909,58,58,22,,,,,,256,200,15.10.2026,,NW,NW,0
NW.10391,5903139103916,71.5,71.5,22,,,,,,137,200,25.09.2026,,NW,NW,0
NW.10393,5903139103930,58,58,22,,,,,,215,,,,NW,NW,0
NW.10394,5903139103947,71.5,71.5,22,,,,,,63,100,15.10.2026,,NW,NW,0
NW.10395,5903139103954,86.2,86.2,22,,,,,,36,,,,NW,NW,0
NW.10396,5903139103961,58,58,22,,,,,,427,,,,NW,NW,0
NW.10397,5903139103978,71.5,71.5,22,,,,,,425,,,,NW,NW,0
NW.10398,5903139103985,86.2,86.2,22,,,,,,321,,,,NW,NW,0
NW.10399,5903139103992,58,58,22,,,,,,251,,,,NW,NW,0
NW.10400,5903139104005,71.5,71.5,22,,,,,,0,197,15.10.2026,,NW,NW,0
NW.10401,5903139104012,86.2,86.2,22,,,,,,173,300,25.09.2026,,NW,NW,0
NW.10404,5903139104043,58,58,22,,,,,,0,,,,NW,NW,0
NW.10406,5903139104067,28.4,28.4,22,,,,,,,,,,NW,NW,0
NW.10407,5903139104074,46.2,46.2,22,,,,,,26,,,,NW,NW,0
NW.10410,5903139104104,100,100,22,,,,,,,,,,NW,NW,0
NW.10411,5903139104111,28.4,28.4,22,,,,,,28,,,,NW,NW,0
NW.10413,5903139104135,58,58,22,,,,,,,,,,NW,NW,0
NW.10415,5903139104159,28.4,28.4,22,,,,,,2,,,,NW,NW,0
NW.10416,5903139104166,46.2,46.2,22,,,,,,36,,,,NW,NW,0
NW.10417,5903139104173,58,58,22,,,,,,0,,,,NW,NW,0
NW.10418,5903139104180,100,100,22,,,,,,7,,,,NW,NW,0
NW.10420,5903139104203,28.3,28.3,22,0,,,0,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10421,5903139104210,46.2,46.2,22,0,,,0,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10423,5903139104234,98,98,22,0,,,0,,9,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10424,5903139104241,28.3,28.3,22,0,,,0,,49,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10427,5903139104272,98,98,22,,,,,,,,,,NW,NW,0
NW.10432,5903139104326,98,98,22,,,,,,65,,,,NW,NW,0
NW.10444,5903139104449,63,63,22,1,,,1,,0,20,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10445,5903139104456,73.6,73.6,22,,,,,,0,13,28.09.2026,,NW,NW,0
NW.10446,5903139104463,73.6,73.6,22,,,,,,55,,,,NW,NW,0
NW.10447,5903139104470,58,58,22,,,,,,80,,,,NW,NW,0
NW.10448,5903139104487,65.2,65.2,22,1,,,1,,14,30,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10450,5903139104500,65.2,65.2,22,,,,,,8,64,14.09.2026,,NW,NW,0
NW.10451,5903139104517,51.5,51.5,22,,,,,,17,17,14.09.2026,,NW,NW,0
NW.10452,5903139104524,58,58,22,,,,,,40,136,21.09.2026,,NW,NW,0
NW.10453,5903139104531,58,58,22,0,,,0,,187,15,14.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10455,5903139104555,66.3,66.3,22,1,,,1,,80,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10456,5903139104562,67.3,67.3,22,1,,,1,,241,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10457,5903139104579,66.3,66.3,22,1,,,1,,29,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10460,5903139104609,79,79,22,0,,,0,,0,18,06.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10463,5903139104630,180,180,22,,,,,,6,,,,NW,NW,0
NW.10465,5903139104654,79,79,22,,,,,,8,,,,NW,NW,0
NW.10468,5903139104685,180,180,22,,,,,,16,,,,NW,NW,0
NW.10476,5903139104760,28.3,28.3,22,0,,,0,,587,600,22.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10477,5903139104777,28.3,28.3,22,,,,,,269,,,,NW,NW,0
NW.10478,5903139104784,35.7,35.7,22,,,,,,560,,,,NW,NW,0
NW.10480,5903139104807,35.7,35.7,22,,,,,,218,,,,NW,NW,0
NW.10481,5903139104814,40,40,22,1,,,1,,4459,4000,10.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10482,5903139104821,40,40,22,2,,,2,,2649,1500,10.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10483,5903139104838,35,35,22,0,,,0,,5873,3000,10.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10484,5903139104845,35,35,22,1,,,1,,1404,1000,27.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10485,5903139104852,44.1,44.1,22,,,,,,240,,,,NW,NW,0
NW.10486,5903139104869,44.1,44.1,22,,,,,,151,,,,NW,NW,0
NW.10487,5903139104876,39,39,22,,,,,,104,,,,NW,NW,0
NW.10488,5903139104883,39,39,22,,,,,,125,,,,NW,NW,0
NW.10489,5903139104890,37.8,37.8,22,,,,,,0,,,,NW,NW,0
NW.10491,5903139104913,21,21,22,,,,,,198,,,,NW,NW,0
NW.10492,5903139104920,21,21,22,,,,,,84,,,,NW,NW,0
NW.10493,5903139104937,28.3,28.3,22,,,,,,,,,,NW,NW,0
NW.10495,5903139104951,49,49,22,,,,,,179,,,,NW,NW,0
NW.10496,5903139104968,63,63,22,,,,,,371,,,,NW,NW,0
NW.10497,5903139104975,89.9,89.9,22,,,,,,311,,,,NW,NW,0
NW.10498,5903139104982,189,189,22,,,,,,331,,,,NW,NW,0
NW.10499,5903139104999,37.9,37.9,22,,,,,,83,,,,NW,NW,0
NW.10500,5903139105002,55,55,22,,,,,,312,,,,NW,NW,0
NW.10501,5903139105019,81.9,81.9,22,,,,,,98,,,,NW,NW,0
NW.10502,5903139105026,207,207,22,,,,,,87,,,,NW,NW,0
NW.10503,5903139105033,137,137,22,,,,,,305,,,,NW,NW,0
NW.10504,5903139105040,103,103,22,,,,,,2,,,,NW,NW,0
NW.10525,5903139105255,115,115,22,,,,,,0,96,24.11.2026,,NW,NW,0
NW.10526,5903139105262,115,115,22,,,,,,203,,,,NW,NW,0
NW.10527,5903139105279,115,115,22,,,,,,248,,,,NW,NW,0
NW.10532,5903139105323,33.8,33.8,22,,,,,,,,,,NW,NW,0
NW.10534,5903139105347,33.8,33.8,22,,,,,,8,,,,NW,NW,0
NW.10535,5903139105354,12,12,22,,,,,,0,781,29.09.2026,,NW,NW,0
NW.10536,5903139105361,12,12,22,,,,,,812,500,21.12.2026,,NW,NW,0
NW.10537,5903139105378,14.6,14.6,22,,,,,,562,500,17.11.2026,,NW,NW,0
NW.10538,5903139105385,14.6,14.6,22,,,,,,411,,,,NW,NW,0
NW.10540,5903139105408,20,20,22,,,,,,117,,,,NW,NW,0
NW.10541,5903139105415,20,20,22,,,,,,579,,,,NW,NW,0
NW.10542,5903139105422,23,23,22,,,,,,492,,,,NW,NW,0
NW.10543,5903139105439,23,23,22,,,,,,5,,,,NW,NW,0
NW.10544,5903139105446,28.3,28.3,22,,,,,,8,,,,NW,NW,0
NW.10545,5903139105453,28.3,28.3,22,,,,,,,,,,NW,NW,0
NW.10546,5903139105460,14.6,14.6,22,,,,,,450,300,25.09.2026,,NW,NW,0
NW.10547,5903139105477,14.6,14.6,22,,,,,,464,,,,NW,NW,0
NW.10548,5903139105484,14.6,14.6,22,,,,,,179,300,25.09.2026,,NW,NW,0
NW.10550,5903139105507,14.6,14.6,22,,,,,,640,,,,NW,NW,0
NW.10551,5903139105514,16.8,16.8,22,,,,,,876,500,21.12.2026,,NW,NW,0
NW.10552,5903139105521,16.8,16.8,22,,,,,,586,500,25.09.2026,,NW,NW,0
NW.10553,5903139105538,16.8,16.8,22,,,,,,1327,,,,NW,NW,0
NW.10554,5903139105545,16.8,16.8,22,,,,,,512,,,,NW,NW,0
NW.10555,5903139105552,25.2,25.2,22,,,,,,230,300,21.12.2026,,NW,NW,0
NW.10556,5903139105569,25.2,25.2,22,0,,,0,,0,213,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.10557,5903139105576,25.2,25.2,22,,,,,,349,,,,NW,NW,0
