Šifra artikla,EAN,Spletne strani,Naziv artikla EN,Naziv artikla,Proizvajalec,Dobavitelj,ABC klasifikacija,Merska enota,Oznaka tarifa,Država proizvoda,Bruto teža,Enota bruto teže,Neto teža,Enota neto teže,Volumen,Enota volumna,Dolžina paketa,Enota dolžine paketa,Širina paketa,Enota širine paketa,Višina paketa,Enota višine paketa,Kategorije svetila ANG,Kategorije svetila SLO,Kategorije vid ANG,Kategorije vid SLO,Cena B2B,Cena B2C,Popust,Valuta,DDV,PAK2,Omejitev pri naročanju,Skupina popusta,S popust %,Posebni popust za stranko,Glavna slika,Ostale slike,Glavni dokument,Vloge dokumentov,Ostali dokumenti,VID trenutna zaloga,VID naročena količina,VID količina za odpremo,VID razpoložljiva količina,VID naročena količina dobaviteljem,VID datum dobave,VID koli. prihodnjih dobav,Dobavitelj zaloga,Dobavitelj naročena zaloga,Dobavitelj datum,Skladišče,Grlo,Svetilka vključuje svetlobni vir,Senzor gibanja,Max moč sijalke,Garancija,Zračni pretok,Uporaba ANG,Uporaba SLO,Način montaže ANG,Način montaže SLO,Simbol atributa,Baterija,Kapaciteta baterije,Kot svetlobnega snopa,Enota kota svetlobnega snopa,Presek kabla,Višina stropne kapice,Enota višine stropne kapice,Širina stropne kapice,Enota širine stropne kapice,Čas polnjenja,Način polnjenja ANG,Način polnjenja SLO,Nazivna jakost toka,Nazivna napetost,Nazivna moč,Kolekcija,Temperatura barve,Komentarji,Dopolnilna barva I ANG,Dopolnilna barva I SLO,Dopolnilna barva II ANG,Dopolnilna barva II SLO,Dopolnilni simbol tkanine iz vzorčne škatle I,Dopolnilni material I ANG,Dopolnilni material I SLO,Dopolnilni material II ANG,Dopolnilni material II SLO,Dopolnilni material III ANG,Dopolnilni material III SLO,Indeks barvnega videza (CRI),Vrsta toka,Izvrtina (cutout),Kot detekcije,Razdalja detekcije,Hitrost detekcije,Premer,Višina,Enota višine,Dolžina,Enota dolžine,Širina,Enota širine,Zatemnljivo ANG,Zatemnljivo SLO,Razdalja od stene,Enota razdalje od stene,EAN koda,Električni razred ANG,Režim nujne osvetlitve ANG,Režim nujne osvetlitve SLO,Energijski razred,Ekvivalent,Simbol tkanine iz vzorčne škatle,Svetlobni tok,Enota svetlobnega toka,Frekvenca,Enota frekvence,Bruto teža (2),Enota bruto teže (2),Nastavitev višine,Razpon nastavitve višine,Enota razpona nastavitve višine,Višina daljše roke,Enota višine daljše roke,Višina senčnika reflektorja,Enota višine senčnika reflektorja,Višina krajše roke,Enota višine krajše roke,Dimenzije odprtine,Enota dimenzij odprtine,Oblika odprtine ANG,Oblika odprtine SLO,Ikone,IK stopnja,Montažna višina,IP stopnja zaščite,Oblika svetilke ANG,Oblika svetilke SLO,Prevladujoča barva ANG,Prevladujoča barva SLO,Prevladujoč material ANG,Prevladujoč material SLO,Dolžina podnožja,Enota dolžine podnožja,Dolžina horizontalne roke,Enota dolžine horizontalne roke,Dolžina senčnika,Enota dolžine senčnika,Dolžina vertikalne roke,Enota dolžine vertikalne roke,Življenjska doba,Vrsta svetlobnega vira ANG,Vrsta svetlobnega vira SLO,Luks,Model,Vrtenje motorja,Neto teža (2),Enota neto teže (2),Hrup,Število svetlobnih segmentov,Število svetlobnih virov,Število paketov,Število ciklov polnjenja,PCN,Kosov na karton,Višina paketa I,Višina paketa II,Višina paketa III,Enota višine paketa I,Enota višine paketa II,Enota višine paketa III,Dolžina paketa I,Dolžina paketa II,Dolžina paketa III,Enota dolžine paketa I,Enota dolžine paketa II,Enota dolžine paketa III,Volumen paketa,Enota volumna paketa,Širina paketa I,Širina paketa II,Širina paketa III,Enota širine paketa I,Enota širine paketa II,Enota širine paketa III,Faktor moči,Ime izdelka,Razdelitev na segmente,Velikost,Podnožje / socket,Dolžina spuščenega stropa,Enota dolžine spuščenega stropa,Solarni panel,Solarna moč,Slog ANG,Slog SLO,Tehnična opomba,Časovna zakasnitev,Vrsta kabla,Video,Napetost,Enota napetosti,Širina podnožja,Enota širine podnožja,Širina senčnika reflektorja,Enota širine senčnika reflektorja,Delovna temperatura,Delovni čas,Združljivo z
NW.6492,5903139649292,svetila_si|svetila_si_en,EYE SUPER VI ceiling light GU10 white,Svetilka stropna EYE SUPER VI IP20 bela,00001625,91086973,,kom,94051091,PL,0,,6.48,,0,,0,mm,0,mm,0,mm,Interior lighting > Spotlights and spots,Notranja svetila > Reflektorska svetila,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6492.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,10W only LED,,,,,,,NW.6492,,,,,,2.5,cm,8,cm,,,,,,,EYE SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,No,,,,,20,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,,9405199000,,25.5,,,cm,,,94.5,,,cm,,,146.99,dm³,61,,,cm,,,,,3/3,,,60,cm,,,,,,,,,~220-230,V,,,5.5,cm,,,
NW.6493,5903139649391,svetila_si|svetila_si_en,EYE SUPER I floor light GU10 white,Svetilka stoječa EYE SUPER I IP20 bela,00001625,91086973,,kom,94051091,PL,0,,4.06,,0,,0,mm,0,mm,0,mm,Interior lighting > Floor lamps,Notranja svetila > Talna svetila,,,98.94,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6493.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,10W only LED,,,,,,,NW.6493,,,,,,,,,,,,,,,,EYE SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,,,,,,,,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,9405299000,,6.5,,,cm,,,92,,,cm,,,21.53,dm³,36,,,cm,,,,,,,,,,,,,,,,,,~220-230,V,,,,,,,
NW.6494,5903139649490,,EYE SUPER I wall light GU10 anthracite,Svetilka stenska EYE SUPER I IP20 antracit,00001625,91086973,,kom,94051091,PL,0,,0.9,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW.6495,5903139649599,,EYE SUPER I A pendant light GU10 anthracite,Svetilka viseča EYE SUPER I A IP20 antracit,00001625,91086973,,kom,94051091,PL,0,,0.7,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW.6496,5903139649698,,EYE SUPER I B pendant light GU10 anthracite,Svetilka viseča EYE SUPER I B IP20 antracit,00001625,91086973,,kom,94051091,PL,0,,0.76,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW.6497,5903139649797,,EYE SUPER III ceiling light GU10 anthracite,Svetilka stropna EYE SUPER III IP20 antracit,00001625,91086973,,kom,94051091,PL,0,,2.6,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW.6498,5903139649896,,EYE SUPER VI ceiling light GU10 anthracite,Svetilka stropna EYE SUPER VI IP20 antracit,00001625,91086973,,kom,94051091,PL,0,,6.4,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW.6500,5903139650090,,EYE SUPER I floor light GU10 anthracite,Svetilka stoječa EYE SUPER I IP20 antracit,00001625,91086973,,kom,94051091,PL,0,,4.06,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW.6501,5903139650199,svetila_si|svetila_si_en,EYE SUPER I wall light GU10 black,Svetilka stenska EYE SUPER I IP20 črna,00001625,91086973,,kom,94051091,PL,0,,0.9,,0,,0,mm,0,mm,0,mm,Interior lighting > Wall lamps > Adjustable lamps,Notranja svetila > Stenska svetila > Gibljive svetilke,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6501.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,10W only LED,,,,,,,NW.6501,,,,,,,,,,,,,,,,EYE SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44-55,cm,,,,,,,,,,50/60,Hz,,,,,,,,20,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,9405199000,,6.5,,,cm,,,63,,,cm,,,11.05,dm³,27,,,cm,,,,,,,,,,,,,,,,,,~220-230,V,,,5.5,cm,,,
NW.6502,5903139650298,svetila_si|svetila_si_en,EYE SUPER I A pendant light GU10 black,Svetilka viseča EYE SUPER I A IP20 črna,00001625,91086973,,kom,94051091,PL,0,,0.7,,0,,0,mm,0,mm,0,mm,Interior lighting > Spotlights and spots,Notranja svetila > Reflektorska svetila,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6502.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,10W only LED,,,,,,,NW.6502,,,,,,3,cm,8,cm,,,,,,,EYE SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,No,,,,,20,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,9405199000,,9,,,cm,,,9,,,cm,,,0.73,dm³,9,,,cm,,,,,,,,,,,,,,,,,,~220-230,V,,,5.5,cm,,,
NW.6503,5903139650397,svetila_si|svetila_si_en,EYE SUPER I B pendant light GU10 black,Svetilka viseča EYE SUPER I B IP20 črna,00001625,91086973,,kom,94051091,PL,0,,0.76,,0,,0,mm,0,mm,0,mm,Interior lighting > Spotlights and spots,Notranja svetila > Reflektorska svetila,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6503.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,10W only LED,,,,,,,NW.6503,,,,,,3,cm,8,cm,,,,,,,EYE SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,No,,,,,20,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,9405199000,,9,,,cm,,,80,,,cm,,,6.48,dm³,9,,,cm,,,,,,,,,,,,,,,,,,~220-230,V,,,5.5,cm,,,
NW.6504,5903139650496,svetila_si|svetila_si_en,EYE SUPER III ceiling light GU10 black,Svetilka stropna EYE SUPER III IP20 črna,00001625,91086973,,kom,94051091,PL,0,,2.61,,0,,0,mm,0,mm,0,mm,Interior lighting > Spotlights and spots,Notranja svetila > Reflektorska svetila,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6504.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,10W only LED,,,,,,,NW.6504,,,,,,2.5,cm,13,cm,,,,,,,EYE SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,No,,,,,20,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,9405199000,,92,,,cm,,,26,,,cm,,,32.29,dm³,13.5,,,cm,,,,,1/2,,,,,,,,,,,,,~220-230,V,,,5.5,cm,,,
NW.6505,5903139650595,svetila_si|svetila_si_en,EYE SUPER VI ceiling light GU10 black,Svetilka stropna EYE SUPER VI IP20 črna,00001625,91086973,,kom,94051091,PL,0,,6.48,,0,,0,mm,0,mm,0,mm,Interior lighting > Spotlights and spots,Notranja svetila > Reflektorska svetila,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6505.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,10W only LED,,,,,,,NW.6505,,,,,,2.5,cm,8,cm,,,,,,,EYE SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,No,,,,,20,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,,9405199000,,25.5,,,cm,,,94.5,,,cm,,,146.99,dm³,61,,,cm,,,,,3/3,,,60,cm,,,,,,,,,~220-230,V,,,5.5,cm,,,
NW.6506,5903139650694,svetila_si|svetila_si_en,EYE SUPER I floor light GU10 black,Svetilka stoječa EYE SUPER I IP20 črna,00001625,91086973,,kom,94051091,PL,0,,4.06,,0,,0,mm,0,mm,0,mm,Interior lighting > Floor lamps,Notranja svetila > Talna svetila,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6506.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,10W only LED,,,,,,,NW.6506,,,,,,,,,,,,,,,,EYE SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,,,,,,,,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,9405299000,,6.5,,,cm,,,92,,,cm,,,21.52,dm³,36,,,cm,,,,,,,,,,,,,,,,,,~220-230,V,,,,,,,
NW.6510,5903139651097,,WORKS I pendant light E27 concrete/white,Svetilka viseča WORKS I IP20 siva,00001625,91086973,,kom,94051091,PL,0,,1.51,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW.6512,5903139651295,svetila_si|svetila_si_en,VIPER I wall light E14 white,Svetilka stenska VIPER I IP20 bela,00001625,91086973,,kom,94051091,PL,0,,0.97,,0,,0,mm,0,mm,0,mm,Interior lighting > Wall lamps > Adjustable lamps,Notranja svetila > Stenska svetila > Gibljive svetilke,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6512.jpg,,,,,,,,,,,,,,,,E14,0,,10W only LED,,,,,,,NW.6512,,,,,,,,,,,,,,,,VIPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41-67,cm,,,,,,,T004,,,50/60,Hz,,,,,,,,16,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,9405199000,,13,19.5,,cm,cm,,75.5,25,,cm,cm,,8.83,dm³,9,24,,cm,cm,,,,,,,,,,,,,,,,,~220-230,V,,,23,cm,,,
NW.6513,5903139651394,svetila_si|svetila_si_en,VIPER I wall light E14 black/black,Svetilka stenska VIPER I IP20 črna,00001625,91086973,,kom,94051091,PL,0,,0.97,,0,,0,mm,0,mm,0,mm,Interior lighting > Wall lamps > Adjustable lamps,Notranja svetila > Stenska svetila > Gibljive svetilke,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6513.jpg,,,,,,,,,,,,,,,,E14,0,,10W only LED,,,,,,,NW.6513,,,,,,,,,,,,,,,,VIPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41-67,cm,,,,,,,T013,,,50/60,Hz,,,,,,,,16,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,9405199000,,13,19.5,,cm,cm,,75.5,25,,cm,cm,,8.83,dm³,9,24,,cm,cm,,,,,,,,,,,,,,,,,~220-230,V,,,23,cm,,,
NW.6525,5903139652599,svetila_si|svetila_si_en,POINT PLEXI M ceiling light GU10 white,Svetilka stropna POINT PLEXI M IP20 bela,00001625,91086973,,kom,94051091,PL,0,,0.72,,0,,0,mm,0,mm,0,mm,Interior lighting > Downlights > Surfaced mounted,Notranja svetila > Downlights > Nadgradne svetilke,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6525.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,10W only LED,,,,,,,NW.6525,,,,,,,,,,,,,,,,POINT PLEXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,,,,,,,,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,9405199000,,14,,,cm,,,13.5,,,cm,,,"2,55",dm³,13.5,,,cm,,,,,,,,,,,,,,,,,,~220-230,V,,,,,,,
NW.6526,5903139652698,svetila_si|svetila_si_en,POINT PLEXI M ceiling light GU10 black/white,Svetilka stropna POINT PLEXI M IP20 črna,00001625,91086973,,kom,94051091,PL,0,,0.72,,0,,0,mm,0,mm,0,mm,Interior lighting > Downlights > Surfaced mounted,Notranja svetila > Downlights > Nadgradne svetilke,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6526.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,10W only LED,,,,,,,NW.6526,,,,,,,,,,,,,,,,POINT PLEXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,,,,,,,,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,9405199000,,14,,,cm,,,13.5,,,cm,,,2.55,dm³,13.5,,,cm,,,,,,,,,,,,,,,,,,~220-230,V,,,,,,,
NW.6527,5903139652797,,POINT PLEXI M ceiling light GU10 silver/white,Svetilka stropna POINT PLEXI M IP20 srebrna,00001625,91086973,,kom,94051091,PL,0,,0.72,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW.6528,5903139652896,svetila_si|svetila_si_en,POINT PLEXI L ceiling light E27 white,Svetilka stropna POINT PLEXI L IP20 bela,00001625,91086973,,kom,94051091,PL,0,,1.03,,0,,0,mm,0,mm,0,mm,Interior lighting > Downlights > Surfaced mounted,Notranja svetila > Downlights > Nadgradne svetilke,,,27.83,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6528.jpg,,,,,,,,,,,,,,,,E27,0,,20W,,,,,,,NW.6528,,,,,,,,,,,,,,,,POINT PLEXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,,,,,,,,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,9405199000,,21,,,cm,,,13.5,,,cm,,,3.82,dm³,13.5,,,cm,,,,,,,,,,,,,,,,,,~220-230,V,,,,,,,
NW.6530,5903139653091,svetila_si|svetila_si_en,POINT PLEXI L ceiling light E27 black/white,Svetilka stropna POINT PLEXI L IP20 črna,00001625,91086973,,kom,94051091,PL,0,,1.03,,0,,0,mm,0,mm,0,mm,Interior lighting > Downlights > Surfaced mounted,Notranja svetila > Downlights > Nadgradne svetilke,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6530.jpg,,,,,,,,,,,,,,,,E27,0,,20W,,,,,,,NW.6530,,,,,,,,,,,,,,,,POINT PLEXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,,,,,,,,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,9405199000,,21,,,cm,,,13.5,,,cm,,,3.82,dm³,13.5,,,cm,,,,,,,,,,,,,,,,,,~220-230,V,,,,,,,
NW.6532,5903139653299,svetila_si|svetila_si_en,VIVIANE pendant light E27 grey/white,Svetilka viseča VIVIANE IP20 siva,00001625,91086973,,kom,94051091,PL,0,,2.55,,0,,0,mm,0,mm,0,mm,Interior lighting > Ceiling lamps > Flush mounted lamps,Notranja svetila > Stropna svetila > Nadgradne svetilke,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6532.jpg,,,,,,,,,,,,,,,,E27,0,,25W only LED,,,,,,,NW.6532,,,,,,3,cm,15,cm,,,,,,,VIVIANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T022,,,50/60,Hz,,,,,,,,16,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,9405199000,,36,,,cm,,,53,,,cm,,,101.12,dm³,53,,,cm,,,,,,,,,,,,,,,,,,~220-230,V,,,,,,,
NW.6541,5903139654197,svetila_si|svetila_si_en,HAWK II pendant light E27 grey/white,Svetilka viseča HAWK II IP20 siva,00001625,91086973,,kom,94051091,PL,0,,6.65,,0,,0,mm,0,mm,0,mm,Interior lighting > Ceiling lamps > Flush mounted lamps,Notranja svetila > Stropna svetila > Nadgradne svetilke,,,190.97,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6541.jpg,,,,,,,,,,,,,,,,E27,0,,25W only LED,,,,,,,NW.6541,,,,,,3,cm,12.5,cm,,,,,,,HAWK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T022,,,50/60,Hz,,,No,,,,,16,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,,9405199000,,36,,,cm,,,97,,,cm,,,157.14,dm³,45,,,cm,,,,,3/3,,,,,,,,,,,,,~220-230,V,,,40.5,cm,,,
NW.6605,5903139660594,svetila_si|svetila_si_en,WORKSHOP I A wall light E27 black/coppery,Svetilka stenska WORKSHOP I A IP20 črna,00001625,91086973,,kom,94051091,PL,0,,0.51,,0,,0,mm,0,mm,0,mm,Interior lighting > Wall lamps > Sconces,Notranja svetila > Stenska svetila > Svečniki,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6605.jpg,,,,,,,,,,,,,,,,E27,0,,25W only LED,,,,,,,NW.6605,,,,,,,,,,,,,,,,WORKSHOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,cm,,,,,,,,,,50/60,Hz,,,,,,,,,,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,9405199000,,11.5,,,cm,,,31.5,,,cm,,,5.43,dm³,13.5,,,cm,,,,,,,,,,,,,,,,,,~220-230,V,,,,,,,
NW.6606,5903139660693,,WORKSHOP I B wall light E27 black/coppery,Svetilka stenska WORKSHOP I B IP20 črna,00001625,91086973,,kom,94051091,PL,0,,0.56,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW.6607,5903139660792,svetila_si|svetila_si_en,EYE SPOT VI ceiling light GU10 white/chrome,Svetilka stropna EYE SPOT VI IP20 bela,00001625,91086973,,kom,94051091,PL,0,,2.39,,0,,0,mm,0,mm,0,mm,Interior lighting > Spotlights and spots,Notranja svetila > Reflektorska svetila,,,96.96,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6607.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,6x10W only  LED,,,,,,,NW.6607,,,,,,3,cm,4,cm,,,,,,,EYE SPOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,,,,,,9.6,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,,9405199000,,6.5,,,cm,,,123,,,cm,,,11.2,dm³,14,,,cm,,,,,3/3,,,119,cm,,,,,,,,,~220-230,V,,,5.5,cm,,,
NW.6608,5903139660891,,EYE SPOT VI ceiling light GU10 silver,Svetilka stropna EYE SPOT VI IP20 srebrna,00001625,91086973,,kom,94051091,PL,0,,2.39,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW.6610,5903139661096,,EYE SPOT VI ceiling light GU10 anthracite,Svetilka stropna EYE SPOT VI IP20 antracit,00001625,91086973,,kom,94051091,PL,0,,2.39,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW.6611,5903139661195,svetila_si|svetila_si_en,EYE SPOT VI ceiling light GU10 black,Svetilka stropna EYE SPOT VI IP20 črna,00001625,91086973,,kom,94051091,PL,0,,2.39,,0,,0,mm,0,mm,0,mm,Interior lighting > Spotlights and spots,Notranja svetila > Reflektorska svetila,,,,,,,22,0,,,,,//pim.nowodvorski.com/media/files/6611.jpg,,,,,,,,,,,,,,,,GU10 R50,0,,6x10W only  LED,,,,,,,NW.6611,,,,,,3,cm,4,cm,,,,,,,EYE SPOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50/60,Hz,,,,,,,,9.6,cm,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,,9405199000,,6.5,,,cm,,,123,,,cm,,,11.2,dm³,14,,,cm,,,,,3/3,,,119,cm,,,,,,,,,~220-230,V,,,5.5,cm,,,
NW.6612,5903139661294,,WORKS I pendant light E27 white,Svetilka viseča WORKS I IP20 bela,00001625,91086973,,kom,94051091,PL,0,,1.51,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
