Šifra artikla,EAN,Spletne strani,Naziv artikla EN,Naziv artikla,Proizvajalec,Dobavitelj,ABC klasifikacija,Merska enota,Oznaka tarifa,Država proizvoda,Bruto teža,Enota bruto teže,Neto teža,Enota neto teže,Volumen,Enota volumna,Dolžina paketa,Enota dolžine paketa,Širina paketa,Enota širine paketa,Višina paketa,Enota višine paketa,Kategorije svetila ANG,Kategorije svetila SLO,Kategorije vid ANG,Kategorije vid SLO,Cena B2B,Cena B2C,Popust,Valuta,DDV,PAK2,Omejitev pri naročanju,Skupina popusta,S popust %,Posebni popust za stranko,Glavna slika,Ostale slike,Glavni dokument,Vloge dokumentov,Ostali dokumenti,VID trenutna zaloga,VID naročena količina,VID količina za odpremo,VID razpoložljiva količina,VID naročena količina dobaviteljem,VID datum dobave,VID koli. prihodnjih dobav,Dobavitelj zaloga,Dobavitelj naročena zaloga,Dobavitelj datum,Skladišče,Grlo,Svetilka vključuje svetlobni vir,Senzor gibanja,Max moč sijalke,Garancija,Zračni pretok,Uporaba ANG,Uporaba SLO,Način montaže ANG,Način montaže SLO,Simbol atributa,Baterija,Kapaciteta baterije,Kot svetlobnega snopa,Enota kota svetlobnega snopa,Presek kabla,Višina stropne kapice,Enota višine stropne kapice,Širina stropne kapice,Enota širine stropne kapice,Čas polnjenja,Način polnjenja ANG,Način polnjenja SLO,Nazivna jakost toka,Nazivna napetost,Nazivna moč,Kolekcija,Temperatura barve,Komentarji,Dopolnilna barva I ANG,Dopolnilna barva I SLO,Dopolnilna barva II ANG,Dopolnilna barva II SLO,Dopolnilni simbol tkanine iz vzorčne škatle I,Dopolnilni material I ANG,Dopolnilni material I SLO,Dopolnilni material II ANG,Dopolnilni material II SLO,Dopolnilni material III ANG,Dopolnilni material III SLO,Indeks barvnega videza (CRI),Vrsta toka,Izvrtina (cutout),Kot detekcije,Razdalja detekcije,Hitrost detekcije,Premer,Višina,Enota višine,Dolžina,Enota dolžine,Širina,Enota širine,Zatemnljivo ANG,Zatemnljivo SLO,Razdalja od stene,Enota razdalje od stene,EAN koda,Električni razred ANG,Režim nujne osvetlitve ANG,Režim nujne osvetlitve SLO,Energijski razred,Ekvivalent,Simbol tkanine iz vzorčne škatle,Svetlobni tok,Enota svetlobnega toka,Frekvenca,Enota frekvence,Bruto teža (2),Enota bruto teže (2),Nastavitev višine,Razpon nastavitve višine,Enota razpona nastavitve višine,Višina daljše roke,Enota višine daljše roke,Višina senčnika reflektorja,Enota višine senčnika reflektorja,Višina krajše roke,Enota višine krajše roke,Dimenzije odprtine,Enota dimenzij odprtine,Oblika odprtine ANG,Oblika odprtine SLO,Ikone,IK stopnja,Montažna višina,IP stopnja zaščite,Oblika svetilke ANG,Oblika svetilke SLO,Prevladujoča barva ANG,Prevladujoča barva SLO,Prevladujoč material ANG,Prevladujoč material SLO,Dolžina podnožja,Enota dolžine podnožja,Dolžina horizontalne roke,Enota dolžine horizontalne roke,Dolžina senčnika,Enota dolžine senčnika,Dolžina vertikalne roke,Enota dolžine vertikalne roke,Življenjska doba,Vrsta svetlobnega vira ANG,Vrsta svetlobnega vira SLO,Luks,Model,Vrtenje motorja,Neto teža (2),Enota neto teže (2),Hrup,Število svetlobnih segmentov,Število svetlobnih virov,Število paketov,Število ciklov polnjenja,PCN,Kosov na karton,Višina paketa I,Višina paketa II,Višina paketa III,Enota višine paketa I,Enota višine paketa II,Enota višine paketa III,Dolžina paketa I,Dolžina paketa II,Dolžina paketa III,Enota dolžine paketa I,Enota dolžine paketa II,Enota dolžine paketa III,Volumen paketa,Enota volumna paketa,Širina paketa I,Širina paketa II,Širina paketa III,Enota širine paketa I,Enota širine paketa II,Enota širine paketa III,Faktor moči,Ime izdelka,Razdelitev na segmente,Velikost,Podnožje / socket,Dolžina spuščenega stropa,Enota dolžine spuščenega stropa,Solarni panel,Solarna moč,Slog ANG,Slog SLO,Tehnična opomba,Časovna zakasnitev,Vrsta kabla,Video,Napetost,Enota napetosti,Širina podnožja,Enota širine podnožja,Širina senčnika reflektorja,Enota širine senčnika reflektorja,Delovna temperatura,Delovni čas,Združljivo z
DX.APC.25.500,4039677010469,,"LED power supply APC-25 CC 25,2W/50V IP42","Napajalnik, za LED, CC, APC, 0,5A-0,5A, 25,2W, ON/OFF, IP42, 1/72, (R3)",00001609,91086973,,kom,85044082,CN,0,,0,,0,,0,mm,0,mm,0,mm,,,,,13.03,,,,22,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.APC.35.500,7000002125452,,LED power supply APC-35 CC 35W/70V IP42,"Napajalnik, za LED, CC, APC, 0,5A-0,5A, 35W, ON/OFF, IP42, 1/72, (R3)",00001609,91086973,,kom,85044082,CN,0.192,,0.192,,0,,35,mm,67,mm,125,mm,,,,,14.53,,,,22,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.APV.16.12,4039677007612,,LED power supply APV-16 CV 16W/12V IP42,"Napajalnik, za LED, CV, APV, 12V, 16W, ON/OFF, IP42, 1/120, (R3)",00001609,91086973,,kom,85044082,CN,0,,0.1,,0,,0,mm,0,mm,0,mm,,,,,7.9,,,,22,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.CBU.ASD,3830078332416,,"LED controller CBU-ASD MONO CASAMBI, DALI","LED kontroler, enobarvni, CBU-ASD, 12V/24V, 120/240W, DALI,CASAMBI, 0-10V, (R2)",00001606,91086973,,kom,85365080,CN,0.048,,0.045,,0,,55,mm,35,mm,23,mm,,,,,111.43,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.CBU.CEFL,3830078332454,,Motion detector CBU-CEFL PIR recessed CASAMBI,"Senzor gibanja, PIR, CBU-CEFL , za v profil, 220V/240V, CASAMBI, (R2)",00001606,91086973,,kom,85365080,CN,0,,0,,0,,0,mm,0,mm,0,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.CBU.TED,3830078330160,,LED controller CBU-TED MONO CASAMBI,"LED kontroler, enobarvni, CBU-TED, 85V/240V, 55/156W, CASAMBI, (R2)",00001606,91086973,,kom,85365080,CN,0.016,,0.016,,0,,10,mm,35,mm,40,mm,,,,,111.43,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.DAC230.1CH,4039677007605,,LED controller DAC230 MONO PUSH,"LED zatemnilnik, enobarvni, DAC230, 210V/240V, 168/192W, PUSH, (R3)",00001606,91086973,,kom,85365080,CN,0.043,,0.031,,0,,30,mm,55,mm,70,mm,,,,,46.83,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.DLB1248.1CV.DALI,3830078332409,,"LED controller DLB1248 MONO DALI, PUSH","LED zatemnilnik, enobarvni, DLB1248, 12V/24V, 120/240W, DALI, PUSH, 0/10V, 1/10V, (R2)",00001606,91086973,,kom,85365080,CN,0.043,,0.04,,0,,50,mm,44,mm,25,mm,,,,,44.35,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.DLB1248.3CV.DALI,3830078332423,,"LED controller DLB1248 MONO DALI, 3xPUSH","LED zatemnilnik, enobarvni, DLB1248, 12V/24V, 120/240W, DALI, 3xPUSH, 0-5V, 0-10V, (R2)",00001606,91086973,,kom,85365080,CN,0.043,,0.04,,0,,50,mm,44,mm,25,mm,,,,,78.05,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.DLC1248.1CV,8006012335316,,"LED controller DLC1248 MONO CASAMBI, PUSH","LED zatemnilnik, enobarvni, DLC1248, 12V/48V, 96W/192W, (R2)",00001606,91086973,,kom,85365080,CN,0.043,,0.04,,0,,50,mm,44,mm,25,mm,,,,,33.45,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.DLM1224.1CV,3830078330122,,"LED controller DLM1224 MONO PUSH, 0-10V, 1-10V","LED zatemnilnik, enobarvni, DLM1224, 12V/24V, 120/240W, PUSH, 0-10V, 1-10V, potenciometer, (R2)",00001606,91086973,,kom,85365080,CN,0.025,,0.025,,0,,20,mm,55,mm,45,mm,,,,,28.77,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.DLM1224.1CV.D,3830078330092,,"LED controller DLM1224 MONO PUSH, DALI","LED zatemnilnik, enobarvni, DLM1224, 12V/24V, 120/240W, PUSH, DALI, 0,10V, 1-10V, potenciometer, (R2)",00001606,91086973,,kom,85365080,CN,0.025,,0.025,,0,,20,mm,55,mm,45,mm,,,,,35.46,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.DLP1224.6CV.DALI,3830078332430,,LED controller DLP1224 MONO DALI,"LED zatemnilnik, enobarvni, DLP1224, 12V/24V, 240/480W, DALI, (R2)",00001606,91086973,,kom,85365080,CN,0.125,,0.125,,0,,62,mm,91,mm,124,mm,,,,,98.12,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.ELG.150.24,4039677008176,,LED power supply ELG-150 CV 150W/24V IP67,"Napajalnik, za LED, CV, ELG, 24V, 150W, ON/OFF, IP67, 1/16, (R3)",00001609,91086973,,kom,85044082,CN,0.952,,0.9,,0,,35,mm,64,mm,225,mm,,,,,45.72,,,,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.ELG.150.24B,4039677006493,,LED power supply ELG-150 CV 150W/24V IP67,"Napajalnik, za LED, CV, ELG, 24V, 150W, 3 in 1, IP67, 1/16, (R3)",00001609,91086973,,kom,85044082,CN,0.99,,0.92,,0,,35,mm,64,mm,225,mm,,,,,48.07,,,,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.ELG.150.24DA,4039677010551,,LED power supply ELG-150 CV 150W/24V DALI IP67,"Napajalnik, za LED, CV, ELG, 24V, 150W, DALI, IP67, 1/16, (R3)",00001609,91086973,,kom,85044082,CN,0.79,,0.73,,0,,50,mm,280,mm,85,mm,,,,,52.98,,,,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.ELG.200.24DA,4039677010582,,LED power supply ELG-200 CV 200W/24V DALI IP67,"Napajalnik, za LED, CV, ELG, 24V, 200W, DALI, IP67, 1/12, (R3)",00001609,91086973,,kom,85044082,CN,1.2,,1.2,,0,,45,mm,300,mm,90,mm,,,,,63.45,,,,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.ELG.240.24,4039677011367,,LED power supply ELG-240 CV 240W/24V IP67,"Napajalnik, za LED, CV, ELG, 24V, 240W, ON/OFF, IP67, 1/12, (R3)",00001609,91086973,,kom,85044082,CN,1.35,,1.22,,0,,45,mm,300,mm,90,mm,,,,,59.82,,,,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.ELG.240.24B,4039677006301,,LED power supply ELG-240 CV 240W/24V IP67,"Napajalnik, za LED, CV, ELG, 24V, 240W, 3 in 1, IP67, 1/12, (R3)",00001609,91086973,,kom,85044082,CN,1.19,,1.185,,0,,45,mm,300,mm,90,mm,,,,,56.61,,,,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.ELG.240.24B.3Y,3830078330184,,LED power supply ELG-240 CV 240W/24V TRIAC IP67,"Napajalnik, za LED, CV, ELG, 24V, 240W, 3 in 1, IP67, 1/12, (R3)",00001609,91086973,,kom,85044082,CN,1.19,,1.185,,0,,45,mm,300,mm,90,mm,,,,,62.38,,,,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.ELG.300.24A,4039677010445,,LED power supply ELG-300 CV 300W/24V IP67,"Napajalnik, za LED, CV, ELG, 24V, 300W, ON/OFF, IP65, 1/9, (R3)",00001609,91086973,,kom,85044082,CN,1.424,,1.42,,0,,325,mm,97,mm,55,mm,,,,,89.73,,,,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.FLS.16.500,4039677010742,,LED power supply FLS-16 CC 16W/32V,"Napajalnik, za LED, CC, FLS, 0,35A-0,5A, 16W, ON/OFF, IP20, (R3)",00001610,91086973,,kom,85044082,CN,0.116,,0.11,,0,,142,mm,45,mm,30,mm,,,,,17.76,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.FLS.20.700,4039677010476,,LED power supply FLS-20 CC 20W/40V,"Napajalnik, za LED, CC, FLS, 0,4A-0,7A, 20W, ON/OFF, IP20, (R3)",00001610,91086973,,kom,85044082,CN,0.188,,0.176,,0,,142,mm,45,mm,30,mm,,,,,18.21,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.FLS.42.1050,3830078330214,,LED power supply FLS-42 furniture CC 42W/42V CASAMBI,"Napajalnik, za LED, pohištveni, CC, FLS, 0,85A-1,05A, 42W, CASAMBI, IP20, (R3)",00001610,91086973,,kom,85044082,CN,0.188,,0.176,,0,,0,mm,0,mm,0,mm,,,,,14.21,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.FLS.42.1050LD,3830078331792,,LED power supply FLS-42 furniture CC 42W/40V,"Napajalnik, za LED, pohištveni, CC, FLS, 0,85A-1,05A, 42W, ON/OFF, IP20, (R3)",00001610,91086973,,kom,85044082,CN,0.109,,0.109,,0,,95,mm,40,mm,25,mm,,,,,14.21,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.FMS.80.700,3830078330177,,LED power supply FMS-80 CC 80W/180V,"Napajalnik, za LED, CC, FMS, 0,3A-0,7A, 80W, ON/OFF, IP20, (R2)",00001610,91086973,,kom,85044082,CN,0.2185,,0.2185,,0,,279,mm,30,mm,22,mm,,,,,22,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.HDR.100.12,4039677010087,,"LED power supply HDR-100 for DIN rail CV 85,2W/12V","Napajalnik, za LED, za DIN letev, CV, HDR, 12V, 85,2W, ON/OFF, IP20, 1/48, (R6)",00001609,91086973,,kom,85365080,CN,0.278,,0.275,,0,,110,mm,75,mm,65,mm,,,,,36.32,,,,22,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.HDR.100.24,4039677010131,,LED power supply HDR-100 for DIN rail CV 92W/24V,"Napajalnik, za LED, za DIN letev, CV, HDR, 24V, 92W, ON/OFF, IP20, 1/48, (R6)",00001609,91086973,,kom,85365080,CN,0.278,,0.275,,0,,110,mm,75,mm,65,mm,,,,,36.32,,,,22,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.HDR.15.12,3830078330146,,LED power supply HDR-15 for DIN rail CV 15W/12V,"Napajalnik, za LED, za DIN letev, CV, HDR, 12V, 15W, ON/OFF, IP20, 1/160, (R6)",00001609,91086973,,kom,85365080,CN,0.079,,0.075,,0,,95,mm,75,mm,24,mm,,,,,15.38,,,,22,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.HDR.15.24,4039677010100,,"LED power supply HDR-15 for DIN rail CV 15,2W/24V","Napajalnik, za LED, za DIN letev, CV, HDR, 24V, 15,2W, ON/OFF, IP20, 1/160, (R6)",00001609,91086973,,kom,85365080,CN,0.079,,0.075,,0,,95,mm,75,mm,24,mm,,,,,15.38,,,,22,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.HDR.150.12,4039677010094,,LED power supply HDR-150 for DIN rail CV 150W/12V,"Napajalnik, za LED, za DIN letev, CV, HDR, 12V, 150W, ON/OFF, IP20, 1/32, (R6)",00001609,91086973,,kom,85365080,CN,0.355,,0.35,,0,,120,mm,100,mm,65,mm,,,,,45.93,,,,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.HDR.150.24,4039677010148,,LED power supply HDR-150 for DIN rail CV 150W/24V,"Napajalnik, za LED, za DIN letev, CV, HDR, 24V, 150W, ON/OFF, IP20, 1/32, (R6)",00001609,91086973,,kom,85365080,CN,0.355,,0.35,,0,,120,mm,100,mm,65,mm,,,,,45.93,,,,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.HDR.30.12,4039677010063,,LED power supply HDR-30 for DIN rail CV 24W/12V,"Napajalnik, za LED, za DIN letev, CV, HDR, 12V, 24W, ON/OFF, IP20, 1/96, (R6)",00001609,91086973,,kom,85365080,CN,0.141,,0.124,,0,,65,mm,42,mm,98,mm,,,,,18.59,,,,22,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.HDR.30.24,4039677010117,,LED power supply HDR-30 for DIN rail CV 36W/24V,"Napajalnik, za LED, za DIN letev, CV, HDR, 24V, 36W, ON/OFF, IP20, 1/96, (R6)",00001609,91086973,,kom,85365080,CN,0.1415,,0.1265,,0,,97,mm,66,mm,42,mm,,,,,18.59,,,,22,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX.HDR.60.12,4039677010070,,LED power supply HDR-60 for DIN rail CV 54W/12V,"Napajalnik, za LED, za DIN letev, CV, HDR, 12V, 54W, ON/OFF, IP20, 1/60, (R6)",00001609,91086973,,kom,85365080,CN,0.211,,0.205,,0,,100,mm,68,mm,65,mm,,,,,25.42,,,,22,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
